input_usi	input_name	input_structure	input_partial_structure	input_molecule_origin	input_original_molecule_name	input_original_molecule_structure	input_microbe_ncbi	input_microbe_name	input_microbe_DNARNA	input_microbial_community	input_microbial_community_description	input_biosynthesis_mibig	input_biosynthesis_genes	input_biosynthesis_description	input_source	input_activity	input_concentration_activity	input_phenotype_associated	input_phenotype_direction	input_concentration_phenotype	input_references	input_references_link	grant_agency	grant_number	input_comment	task	user	database_id	input_confirmation	input_confirmation_description	createtime	inchikey	compound_inchikey	npatlas_url
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003134594	Fumonisin B1	CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(O)=O)C(O)=O)[C@H](C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(O)=O)C(O)=O		"Diet; De novo biosynthesis by microbes (e.g., natural products and other specialized metabolites)"			117187; 948311; 42673; 5599	Fusarium moniliforme; Fusarium proliferatum; Fusarium nygamai; Alternaria alternata							Diet; Microbial						31181628; 2383011; 16348822	https://doi.org/10.1111/j.1365-2621.1999.tb15941.x ; https://doi.org/10.1021/jf960663t			"Biomarker based on literature search for: (corn, wheat,oat); Found in foodMASST for: (complex, fruit, corn, apple, plant,white onion, apple_cider)"	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-31d2c2bf-182e-4436-ba1e-2b63cb2831f9	Not applicable		2025-01-30T22:32:38.416075	UVBUBMSSQKOIBE-DSLOAKGESA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006674360	Furaneol	CC1OC(=C(O)C1=O)C		Diet; Unknown/Undefined											Diet; Microbial						29489353				"Biomarker based on literature search for: (strawberries, pineapples, and grape)"	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-f1a2c8a8-8380-48c1-9d39-4a0f37a00f79	Not applicable		2025-01-30T22:31:39.233569	INAXVXBDKKUCGI-UHFFFAOYSA-N	INAXVXBDKKUCGI-UHFFFAOYSA-N	[NPAtlas](https://www.npatlas.org/explore/compounds/NPA015223)
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000426300	GABA	NCCCC(O)=O		Diet; Microbial metabolism of host-derived molecules; Microbial metabolism of microbial-derived molecules; Host			1580; 1581; 1585; 1613; 1587; 1597; 1590; 1308; 1358	Lactobacillus brevis; Lactobacillus buchneri; Lactobacillus delbrueckii subsp. bulgaricus; Lactobacillus fermentum; Lactobacillus helveticus; Lactobacillus paracasei; Lactobacillus plantarum; Streptococcus thermophilus; Lactococcus lactis							Diet; Microbial; Host						29748506; 32028587				"Biomarker based on literature search for: (soya bean,tomato,spinach,rice)"	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-3f9f4e95-29f1-404a-9ae1-2e61ecb087f4	Not applicable		2025-01-30T23:25:38.490939	BTCSSZJGUNDROE-UHFFFAOYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006112698	Galactonic acid	OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(O)=O		Diet											Diet						34015815				Biomarker based on literature search for: (milk and fermented milk product)	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-eefb6110-17c7-49ee-9cf0-deb4d2ad4ef3	Not applicable		2025-01-30T23:32:13.755008	RGHNJXZEOKUKBD-MGCNEYSASA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003135097	galactose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@H]1O		Diet; Host											Diet; Host						30529953				"Biomarker based on literature search for: (milk and fermented milk product); Found in foodMASST for: (complex,cassis, plant, soda, green grape, honey)"	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-b5a8d0b6-c08d-4f9a-bdf4-c16bcaeb54c4	Not applicable		2025-01-30T23:32:17.246493	WQZGKKKJIJFFOK-SVZMEOIVSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006676664	Gallic acid	OC(=O)c1cc(O)c(O)c(O)c1		Diet											Diet							https://www.sciencedirect.com/science/article/pii/S2666016424001701			"Biomarker based on literature search for: (gallnuts, witch hazel bark, tea leaves); Found in foodMASST for: (Flavored Black tea, oregano, mango, kombucha, formula, walnut, red guava, tea, blackberry, complex, cloves, Oolong tea, vegetable/herb, plant, Green tea, grain/grass,Oolong tea, fleshy fruit, tea/infusion, Pu'er tea, White tea, Black tea, herb/spice)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-3dce4794-3b4e-4aa7-ab49-7e7b5cd712e7	Not applicable		2025-01-31T00:15:09.991078	LNTHITQWFMADLM-UHFFFAOYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00000213653	Gamma-Decalactone	CCCCCCC1CCC(=O)O1		Diet; Microbial metabolism of food molecules			4952	Yarrowia lipolytica NCIM 3590							Diet; Microbial						34399179	https://doi.org/10.1016/j.bcab.2022.102285			"Biomarker based on literature search for: (cheddar cheese); Found in foodMASST for: (complex, white peach, milk Oolong, fleshy fruit, kalamata,tomato, strawberry, vegetable/herb, butter, tomato)"	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-2145e82f-5afd-4368-8cb9-d1fa85eba235	Not applicable		2025-01-30T22:31:23.896987	IFYYFLINQYPWGJ-UHFFFAOYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005738175	gamma-linolenic acid	CCCCC\C=C/C/C=C\C\C=C/CCCCC(O)=O		"Diet; De novo biosynthesis by microbes (e.g., natural products and other specialized metabolites)"			76405	Cunninghamella echinulata							Diet						9732298	https://doi.org/10.1016/B978-0-323-95879-0.50019-9			"Biomarker based on literature search for: (plant seed oil); Found in foodMASST for: (amaranth, center meat, mouse skin, anise, rye, mango, trout, yuca, tilapia, mouse tail, tomato, white fat, arborio rice, red meat, lizard tail, organ, washed cheese, salami, cacoa, napa cabbage, sparkling water, olive, brown rice, sunflower seed, carrot, persian cucumber, sesame oil, laurel, vegetable/herb, jalapeno pepper, seaweed, bacon, horse, chili pepper, beer mash, lizard body, apple, bamboo shoot, White tea, lemon, watermelon, short grain brown rice, basil, Black tea, garlic powder, middle meat, nutmeg, herb/spice, poppy seed, Flavored Black tea, cowpea, saffron, eye, pepper, black bean, cream cheese, walnut, pine nut, chia, red chili pepper, rhubarb, caper, provolone, cherry tomato, peanut, Chlamydomonas reinhardtii, seafood, shoulder chops, pink meat, fruit, animal, hemp seed, meat, wax worm, plant, quinoa, english pea, salt, dill, barley, ripe black fine truffle, fins, worm, pumpkin blossom, red cherry tomato, yellow squash, almond, cream, cricket, lizard head, pinto bean, tea/infusion, betel nut leaf, lizard arm, Pu'er tea, blueberry, beef, pecorino cheese, mixed meat, acai, timothy grass, spring roll, cauliflower, jade pearl rice, orange, lentil, yellow/brown meat, cantelope melon, bean, beet, cabbage, skin, truffle hooked, heart, wheat bran, pearled farro,black bean, jasmine white rice, complex, hulled millet, corn, blue cheese, meat and skin, adzuki bean, Oolong tea, potato, white sesame seed, milk_cow, eggplant, clementine, Green tea, grain/grass, oat, coffee, smoked paprika, red rice, brown meat, lamb, fleshy fruit, saigon cinnamon, not collected, prosciutto, mackerel, pear, blue corn, turkey outer surface, pig back, broccoli, bloomy cheese, grasshopper, herring, white rice, oregano, jicama, chicken, rolled oats, pork, flower, hemp, smelt, salmon, orzo, long grain brown rice, turkey inner meat, mouse, soybean, durum wheat, yogurt_cow, tail fins, turkey, sesame seed, garbanzo bean, supplement, hearts of palm, jack cheese, farro, grape, stilton cheese, green curly baby romaine, corn husk, lapacho bark, betel nut, black mung bean, dig, snail, green mung bean, lettuce, rice, chard, thai basil, octopus, wheat, mouse feet, premature black fine truffle, milk_goat, egg_chicken)"	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-2ac23135-3ec8-4077-b9ce-92c0fa9cab80	Not applicable		2025-01-30T22:27:06.486960	VZCCETWTMQHEPK-QNEBEIHSSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005755765	Gamma-Nonalactone	CCCCCC1CCC(=O)O1		Diet											Diet						34399179				Biomarker based on literature search for: (cheddar cheese)	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-d379790c-7a6d-4f46-9a39-7f391cd943f2	Not applicable		2025-01-30T22:31:27.668702	OALYTRUKMRCXNH-UHFFFAOYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006416359	Genistein	Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O		Diet											Diet						30911044				"Biomarker based on literature search for: (soybeans); Found in foodMASST for: (anise,shiitake mushroom, kombucha, straw mushroom, orange leaf, mouse tail, tomato, red meat, washed cheese, strawberry, salami, orange thyme, olive, honey, persian cucumber, carrot, parsley, vanilla bean, globe artichoke, rosemary, vegetable/herb, lavender, cassis, juniper berry, horse, curly parsley, mouse intestines, basil, Black tea, herb/spice, middle meat, carrot greens, cowpea, red, pepper, black bean, pine nut, green bean, sugarcane, fruit, animal, meat, green bell pepper, red radish, asparagus, plant, mouse skin and fur, salt, manzanilla olive, petit sirah, Rooibos, chickpea, Pu'er tea, beef, mixed meat, hay, cauliflower, yeast, sumac, bean, greek basil, buffalo jerkey, complex, Oolong tea, cherry, midsection dark meat, french radish, grain/grass, red lentil, onion, thyme, artichoke, sage, miyaki mushroom, garlic, turkey outer surface, brussel sprout, medjool date, steak, common bean, shiitake mushroom, fig, oregano, jicama, chicken, flower, hemp, salmon, soybean, turkey, lorikeet nectar, supplement, garbanzo bean, hearts of palm, kalamata, oyster mushroom, black mung bean, pole bean, green mung bean, rice, honey_clover, gouda cheese, thai basil, mouse feet)"	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-5b20631a-4ef1-4af4-8204-6a16b537ac41	Not applicable		2025-01-31T00:15:10.026165	TZBJGXHYKVUXJN-UHFFFAOYSA-N	TZBJGXHYKVUXJN-UHFFFAOYSA-N	[NPAtlas](https://www.npatlas.org/explore/compounds/NPA021027)
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006674473	Geraniol	CC(C)=CCC\C(C)=C\CO		Diet											Diet						32708169				Biomarker based on literature search for: (essential oil)	c0fbfdf61b28442dadd0b3ef159ef01a	wilhan.nunes	c0fbfdf61b28442dadd0b3ef159ef01a-adc110d9-6182-4138-a316-04a4aca9868b	Not applicable		2025-01-31T00:27:02.978225	GLZPCOQZEFWAFX-JXMROGBWSA-N	GLZPCOQZEFWAFX-JXMROGBWSA-N	[NPAtlas](https://www.npatlas.org/explore/compounds/NPA031412)
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00004684777	Glucobrassicin	OC[C@H]1O[C@@H](SC(\Cc2c[nH]c3ccccc23)=N/O[S](O)(=O)=O)[C@H](O)[C@@H](O)[C@@H]1O		Diet											Diet						31458210				Biomarker based on literature search for: (cabbage)	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-fb297212-bbdf-49d2-be00-8fbf6aa8383a	Not applicable		2025-01-30T23:31:23.094112	DNDNWOWHUWNBCK-PIAXYHQTSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006121824	gluconic acid	[Na+].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O		"Diet; De novo biosynthesis by microbes (e.g., natural products and other specialized metabolites)"											Diet; Microbial						38956322; 12655452	10.1016/j.procbio.2016.08.028			Biomarker based on literature search for: (milk and fermented milk product)	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-9c64764a-13d4-41a8-ae08-098b0f463c9e	Not applicable		2025-01-30T23:33:02.560702	UPMFZISCCZSDND-JJKGCWMISA-M		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006123143	Glucono-Delta-Lactone	OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O		"Diet; De novo biosynthesis by microbes (e.g., natural products and other specialized metabolites)"											Diet; Microbial						35669896				"Biomarker based on literature search for: (rice noodle); Found in foodMASST for: (IPA, top round, ahi tuna, fish_saltwater, coconut, merlot, red, trout, eye, kombucha, tap water, sumac, chicken, grain_fermented, brut, pork shoulder, mint, dairy, beet, head, zinfindel, strawberry, beer, peanut, sparkling water, olive, yogurt_cow, shoulder chops, turkey, carrot, port, white wine, complex, vanilla bean, fruit, animal, grape, cabernet sauvignon, corn husk, meat, vitamin E thiamine, potato, plant, soda, milk_cow, apple_cider, red wine, agave sap, vitamin E, green grape, grain/grass, butter, barley, coffee, onion, petit sirah, squid, white, lamb, fleshy fruit, wheat beer, raspberry,beet, prosciutto, pinot noir, apple, pot roast, beef, chicken thigh, self caught fish, cream_cow, watermelon, lemon, riesling)"	fd57221dda994c3cb62795a54ce7ca6c	wilhan.nunes	fd57221dda994c3cb62795a54ce7ca6c-12d2bc7e-2085-45ae-bf2b-c5a186fbca1d	Not applicable		2025-01-30T22:14:54.024694	PHOQVHQSTUBQQK-SQOUGZDYSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00006683277	glucose	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O		"Diet; De novo biosynthesis by microbes (e.g., natural products and other specialized metabolites); Host"											Diet; Microbial; Host						29751908				"Biomarker based on literature search for: (potato, strawberry)"	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-fefe4a8f-44d9-48f3-a7f7-37fbb63da2d0	Not applicable		2025-01-30T23:33:05.902730	WQZGKKKJIJFFOK-GASJEMHNSA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00012346039	Glutamic acid	N[C@@H](CCC(O)=O)C(O)=O		"Diet; De novo biosynthesis by microbes (e.g., natural products and other specialized metabolites); Host"			1718	Corynebacterium glutamicum; Bacillus lacto-fermentum 2256							Diet; Microbial; Host						27285936; 29089597				"Biomarker based on literature search for: (beef chuck, loin, and round cuts); Found in foodMASST for: (mouse skin, trout, kombucha, straw mushroom, mouse tail, tomato, havarti cheese, cheese, purple cabbage, washed cheese, strawberry, pork white meat, yellow cherry tomato, napa cabbage, tomato paste, mouse body, vitamin E, sardine, pachino cherry tomato, apple, bamboo shoot, White tea, cilantro, spleen, cowpea, red, eye, brut,yeast, red guava, lemon guava, provolone, egg_quail, cherry tomato, wonderberry, fruit, meat, green bell pepper, Matcha tea, plant, quinoa, mouse skin and fur, apple_cider, orange cherry tomato, red cherry tomato, almond, cricket, white, kiwi, sugar plum tomatoes, pinot noir, beef, pecorino cheese, grape tomato, stomach, pork end cut, white mushroom, frisee lettuce, yeast, head with eyeball, head, avocado, complex, macaroni, oat, fleshy fruit, mouse head, mackerel, semolina, brussel sprout, broccoli, fig, passionfruit, chicken, arugula, smelt, pork red meat, mouse, zucchini, sungold tomato, soybean, durum wheat, turkey, roma tomato, brain, green mung bean, thai basil, mouse feet, self caught fish, purple lettuce, egg_chicken)"	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-969dc9ae-2694-4578-a97a-a7998126282c	Not applicable		2025-01-30T23:25:41.646935	WHUUTDBJXJRKMK-VKHMYHEASA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00003140087	Glutamine	N[C@@H](CCC(N)=O)C(O)=O		"Diet; De novo biosynthesis by microbes (e.g., natural products and other specialized metabolites); Host"											Diet; Microbial; Host						27285936				"Biomarker based on literature search for: (beef chuck, loin, and round cuts); Found in foodMASST for: (iceberg lettuce, red garlic, kale, gut loaded, red cabbage, wine cheese, tilapia, tomato, chantrelle mushroom, white fat, organ, cheese, washed cheese, strawberry, dubliner cheese, napa cabbage, green cabbage, carrot, kohlrabi, ale, horse, meyer lemon, meal worm, tough meat, bull, beer mash, apple, cilantro, spleen, mouse intestines, chocolate milk, blenham apricot, herb/spice, cheddar cheese, pepper, grain_fermented, dark red, zuchini blossom, caper, bonito, cherry tomato, apricot, shoulder chops, fruit, collard greens, white asparagus, cucumber, beef jerkey, meat, wax worm, asparagus, plant, apple_cider, red raspberry, ripe black fine truffle, worm, pumpkin blossom, cricket, vegetable, silkworm, kiwi, tomme brulee cheese, ground bison, blueberry, beef, pecorino cheese, anchovy, grape tomato, nasturtium flower, honeydew melon, cauliflower, leek, red onion, yeast, cantelope melon, pork shoulder, cabbage, bean, barlett pear, truffle hooked, cashew, avocado, heart, purple carrot, mustard greens, buffalo jerkey, complex, green tomato, corn, blue cheese,apricot, midnight moon cheese, potato, side muscle, anchovy extract, spinach, Green tea, green grape, grain/grass, coffee, lamb, bok choy, wheat beer, patty pan squash, prosciutto, mackerel, garlic, natural cheese, dill flower, broccoli, bloomy cheese, galia, shiitake mushroom, Jerusalem artichoke, radish, chicken, ham, parmesan cheese, pork, ginger, dark red meat, escarole, arugula, mashed potato, spicy pepper, night crawler, soybean, white carrot, turkey, stilton cheese, grape, heirloom tomato, lettuce, rice, gouda cheese, chive blossom, celery, mouse feet, brie cheese, white onion, white garlic, maitake mushroom)"	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-057e12ca-f2fa-4d0e-93b9-63340c28c423	Not applicable		2025-01-30T23:25:44.740086	ZDXPYRJPNDTMRX-VKHMYHEASA-N		No NPAtlas
mzspec:GNPS:GNPS-LIBRARY:accession:CCMSLIB00005884544	Glutathione	N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O		"Diet; De novo biosynthesis by microbes (e.g., natural products and other specialized metabolites); Host"											Diet; Microbial; Host						37110125				"Biomarker based on literature search for: (strawberries, lemons, avocados, and tomatoes); Found in foodMASST for: (mango, kombucha, rose, black pig, tomato, free range, organ, strawberry, vegetable_undetermined, yellow cherry tomato, golden flaxseed, pylo_cec, mandarin, bull, apple, navel orange, marchigiana beef, cowpea, eye,yeast, dark red, red guava, zuchini blossom, cherry tomato, wonderberry, peanut, shoulder chops, green bell pepper, red radish, plant, pork fat, worm, orange cherry tomato, pomegranate, almond, cricket, kiwi, sugar plum tomatoes, pot roast, fatty meat, beef, stomach, pineapple, orange, yeast, cantelope melon, chicken dark meat, bile, banana, spinach, mineola orange, french radish, red lentil, lemon cucumber, squid, lamb, mackerel, strawberry guava, brussel sprout, steak, red worm, herring, galia, fig, oregano, dragonfruit, chicken, ham, pork, mouse, sungold tomato, night crawler, galangal, grapefruit, white wheat berry, farro, pork lard, ground cherry, armenian cucumber, heirloom tomato, brain, normal, chuck roast, brown flaxseed, self caught fish, kumquat)"	fa5720ff3e6845f7bb352845ac178c2f	wilhan.nunes	fa5720ff3e6845f7bb352845ac178c2f-e364dc7e-db42-42cf-90a3-e69b55bb6afb	Not applicable		2025-01-30T23:31:19.380780	RWSXRVCMGQZWBV-WDSKDSINSA-N		No NPAtlas
