FEATURE_ID,NAME_USED,SYNONYMS,CPDAT_SUPERCLASSES,CPDAT_HARMONIZED,DEEPSEEK_RAG,GPT_NO_RAG,GPT_RAG,SEARCH_GPT
843,"Benzamide, n-(1-acetyl-4-piperidinyl)-4-fluoro-","('N-(1-acetylpiperidin-4-yl)-4-fluorobenzamide', 'Benzamide, n-(1-acetyl-4-piperidinyl)-4-fluoro-', 'N-[1-acetylpiperidin-4-yl]-4-fluorobenzamide')",[],,['INDUSTRIAL'],['INFO'],['INFO'],['INFO']
844,Senaparib,"('Senaparib', 'Senaparib [inn]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
845,Marquis,"('Toltrazuril (sulfone)', 'Ponazuril', 'Toltrazuril sulfone', 'Marquis', 'Ponazuril [inn]')",[],,['INFO'],['INFO'],['INFO'],['INFO']
846,Basmisanil,"('Basmisanil', 'Basmisanil (rg1662)', '(1,1-dioxidothiomorpholino)(6-((3-(4-fluorophenyl)-5-methylisoxazol-4-yl)methoxy)pyridin-3-yl)methanone', '(1,1-dioxo-1,4-thiazinan-4-yl)-[6-[[3-(4-fluorophenyl)-5-methyl-1,2-oxazol-4-yl]methoxy]pyridin-3-yl]methanone', 'Basmisanil [inn]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
847,Halestyn,"('Chloroprocaine (hydrochloride)', 'Chloroprocain', 'Chlorprocaine', 'Halestyn', 'Piocaine')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
848,Cinacalcet,"('Cinacalcet', '(r)-n-(1-(naphthalen-1-yl)ethyl)-3-(3-(trifluoromethyl)phenyl)propan-1-amine', 'Parareg', 'N-[(1r)-1-naphthalen-1-ylethyl]-3-[3-(trifluoromethyl)phenyl]propan-1-amine', 'N-((1r)-1-(naphthalen-1-yl)ethyl)-3-(3-(trifluoromethyl)phenyl)propan-1-amine')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
849,Afloqualone,"('Afloqualone', 'Arofuto', 'Afloqualon', 'Afloqualona', 'Afloqualonum')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
850,Neflamapimod,"('Neflamapimod', 'Vx 745', 'Neflamapimod (usan)', 'Neflamapimod [usan]', 'Hexadecylacrylate')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
851,Ceritinib,"('Ceritinib', 'Ceritinib (ldk378)', 'Ceritinib(ldk378)', 'Ceritinib [usan:inn]', 'Ceritinibum')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
852,Naphthoquine,"('Naphthoquine (phospate)', 'Naphthoquine', 'Naphthoquine (phosphate)', 'Naphthoquine-phosphate')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
853,Difamilast,"('Difamilast', 'N-[[2-[4-(difluoromethoxy)-3-propan-2-yloxyphenyl]-1,3-oxazol-4-yl]methyl]-2-ethoxybenzamide', 'Benzamide, n-[[2-[4-(difluoromethoxy)-3-(1-methylethoxy)phenyl]-4-oxazolyl]methyl]-2-ethoxy-', 'Benzamide, n-((2-(4-(difluoromethoxy)-3-(1-methylethoxy)phenyl)-4-oxazolyl)methyl)-2-ethoxy-', 'Difamilast [usan]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
854,Nirogacestat,"('Nirogacestat', 'Pf 3084014', 'Pf 03084014', '(2s)-2-[[(2s)-6,8-difluoro-1,2,3,4-tetrahydronaphthalen-2-yl]amino]-n-[1-[1-(2,2-dimethylpropylamino)-2-methylpropan-2-yl]imidazol-4-yl]pentanamide', '(s)-2-(((s)-6,8-difluoro-1,2,3,4-tetrahydronaphthalen-2-yl)amino)-n-(1-(2-methyl-1-(neopentylamino)propan-2-yl)-1h-imidazol-4-yl)pentanamide')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
855,Nimustine (hydrochloride),"('Nimustine (hydrochloride)', 'Nimustin', 'Nimustina', 'Nimustinum', 'Nimustine [inn]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
856,Sertraline,"('Sertraline (hydrochloride)', 'Sertraline', '(1s,4s)-4-(3,4-dichlorophenyl)-n-methyl-1,2,3,4-tetrahydronaphthalen-1-amine', 'Sertralina', 'Sertralinum')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
857,Livalo,"('Pitavastatin (calcium)', 'Pitavastatin (hemicalcium)', 'Pitavastatin', 'Itavastatin', 'Livalo')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
858,Oritavancin,"('Oritavancin (diphosphate)', 'Oritavancin', 'Chlorobiphenyl-chloroeremomycin', ""(4''r)-22-o-(3-amino-2,3,6-trideoxy-3-c-methyl-alpha-l-arabinohexopyranosyl)-n3''-(p-(p-chlorophenyl)benzyl)vancomycin"", 'Oritavancin [inn]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
859,Leflunomide,"('Leflunomide', 'Arava', 'Lefunamide', 'Leflunomida', 'Leflunomidum')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
860,Itrizole,"('Itraconazole', 'Canditral', 'Itrizole', 'Traconal', 'Triasporin')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
861,Concor,"('(±)-bisoprolol (hemifumarate)', 'Bisoprolol hemifumarate salt', 'Bisoprololum', 'Bisoprolol fumarate', 'Concor')",[],,['INDUSTRIAL'],['MEDICAL'],['INFO'],['MEDICAL']
862,Modecate,"('Fluphenazine decanoate', 'Modecate', 'Fluphenazine depot', 'Moditen depot', 'Dapotum d')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
863,Pimasertib,"('Pimasertib', 'Pimasertib (as-703026)', 'As 703026', '(s)-n-(2,3-dihydroxypropyl)-3-((2-fluoro-4-iodophenyl)amino)isonicotinamide', 'N-[(2s)-2,3-dihydroxypropyl]-3-(2-fluoro-4-iodo-anilino)pyridine-4-carboxamide')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
864,(s)-mapracorat,"('(s)-mapracorat', '(s)-zk-245186', '(s)-bol-303242x', '(2s)-1,1,1-trifluoro-4-(5-fluoro-2,3-dihydro-1-benzofuran-7-yl)-4-methyl-2-[[(2-methylquinolin-5-yl)amino]methyl]pentan-2-ol')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
865,Mapracorat,"('Mapracorat', 'Zk 245186', '(2r)-1,1,1-trifluoro-4-(5-fluoro-2,3-dihydro-1-benzofuran-7-yl)-4-methyl-2-[[(2-methylquinolin-5-yl)amino]methyl]pentan-2-ol', 'Mapracorat [usan:inn]', 'Mapracorat (usan)')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
866,Cloprostenol,"('Cloprostenol', 'Racemic cloprostenol', '(z)-7-[(1r,2r,3r,5s)-2-[(e,3r)-4-(3-chlorophenoxy)-3-hydroxybut-1-enyl]-3,5-dihydroxycyclopentyl]hept-5-enoic acid', 'Oestrophan', '(z)-7-((1r,2r,3r,5s)-2-((r,e)-4-(3-chlorophenoxy)-3-hydroxybut-1-en-1-yl)-3,5-dihydroxycyclopentyl)hept-5-enoic acid')",[],,"['INDUSTRIAL', 'MEDICAL']","['MEDICAL', 'INDUSTRIAL']",['INFO'],['INFO']
867,Branebrutinib,"('Branebrutinib', '(s)-4-(3-(but-2-ynamido)piperidin-1-yl)-5-fluoro-2,3-dimethyl-1h-indole-7-carboxamide', 'Branebrutinib (usan)', 'Branebrutinib [usan]', 'Branebrutinib (bms-986195)')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
868,Difluoromethylornithine,"('Eflornithine (hydrochloride hydrate)', 'α-difluoromethylornithine hydrochloride hydrate', 'Ornidyl', 'Dfmo', 'Difluoromethylornithine')",[],,['MEDICAL'],['MEDICAL'],"['MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'PERSONAL CARE']"
869,Eflornithine,"('Eflornithine (monohydrochloride)', 'Dfmo (monohydrochloride)', 'Rmi71782 (monohydrochloride)', 'α-difluoromethylornithine (monohydrochloride)', 'Eflornithine')",[],,['MEDICAL'],['MEDICAL'],"['MEDICAL', 'PERSONAL CARE']","['MEDICAL', 'PERSONAL CARE']"
870,Citarinostat,"('Citarinostat', 'Citarinostat (usan)', 'Citarinostat [usan]', 'Citarinostat(acy-241)', 'Citarinostat (acy-241)')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
871,Atabecestat,"('Atabecestat', '(s)-n-(3-(2-amino-4-methyl-4h-1,3-thiazin-4-yl)-4-fluorophenyl)-5-cyanopicolinamide', 'N-[3-[(4s)-2-amino-4-methyl-1,3-thiazin-4-yl]-4-fluorophenyl]-5-cyanopyridine-2-carboxamide', 'N-[3-[(4s)-2-azanyl-4-methyl-1,3-thiazin-4-yl]-4-fluoranyl-phenyl]-5-cyano-pyridine-2-carboxamide', 'Atabecestat [inn]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
872,"N-(4-(2-amino-3-chloropyridin-4-yloxy)-3-fluorophenyl)-4-ethoxy-1-(4-fluorophenyl)-2-oxo-1,2-dihydropyridine-3-carboxamide","('N-(4-(2-amino-3-chloropyridin-4-yloxy)-3-fluorophenyl)-4-ethoxy-1-(4-fluorophenyl)-2-oxo-1,2-dihydropyridine-3-carboxamide', 'N-[4-(2-amino-3-chloropyridin-4-yl)oxy-3-fluorophenyl]-4-ethoxy-1-(4-fluorophenyl)-2-oxopyridine-3-carboxamide', 'N-(4-((2-amino-3-chloropyridin-4-yl)oxy)-3-fluorophenyl)-4-ethoxy-1-(4-fluorophenyl)-2-oxo-1,2-dihydropyridine-3-carboxamide', 'N-[4-[(2-amino-3-chloropyridin-4-yl)oxy]-3-fluorophenyl]-4-ethoxy-1-(4-fluorophenyl)-2-oxo-1,2-dihydropyridine-3-carboxamide', 'N-{4-[(2-amino-3-chloropyridin-4-yl)oxy]-3-fluorophenyl}-4-ethoxy-1-(4-fluorophenyl)-2-oxo-1,2-dihydropyridine-3-carboxamide')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
873,Pyridone 6,"('Pyridone 6', 'Merck-5', 'Merck 5', 'Compound # 2', 'Jak inhibitor 1')",[],,['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],['INFO']
874,Clotrimazol,"('Clotrimazole', 'Lotrimin', 'Canesten', 'Mycelex', 'Clotrimazol')",['Personal care'],['PERSONAL CARE'],['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
875,Urece,"('Dotinurad', '(3,5-dichloro-4-hydroxyphenyl)(1,1-dioxidobenzo[d]thiazol-3(2h)-yl)methanone', '(3,5-dichloro-4-hydroxyphenyl)-(1,1-dioxo-2h-1,3-benzothiazol-3-yl)methanone', 'Urece', 'Dotinurad [inn]')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
876,Xeplion,"('Paliperidone palmitate', 'Ro 92670', 'Invega sustenna', 'Hexadecanoic acid, 3-(2-(4-(6-fluoro-1,2-benzisoxazol-3-yl)-1-piperidinyl)ethyl)-6,7,8,9-tetrahydro-2-methyl-4-oxo-4h-pyrido(1,2-a)pyrimidin-9-yl ester', 'Xeplion')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
877,Scemblix,"('Asciminib', 'Asciminib free base', 'Example 9', '(r)-n-(4-(chlorodifluoromethoxy)phenyl)-6-(3-hydroxypyrrolidin-1-yl)-5-(1h-pyrazol-5-yl)nicotinamide', 'Scemblix')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
878,Methodichlorophen,"('Metoprine', 'Bw 197u', 'Methodichlorophen', 'Metoprine [usan]', 'Sk 5265')",[],,"['MEDICAL', 'INDUSTRIAL']",['INFO'],"['MEDICAL', 'INDUSTRIAL']",['INFO']
879,Prusogliptin,"('(2s,4s)-4-fluoro-1-[2-[(2-methyl-4-oxo-4-pyrrolidin-1-ylbutan-2-yl)amino]acetyl]pyrrolidine-2-carbonitrile', '(2s,4s)-1-(2-((1,1-dimethyl-3-oxo-3-(1-pyrrolidinyl)propyl)amino)acetyl)-4-fluoro-2-pyrrolidinecarbonitrile', 'Prusogliptin', '(2s,4s)-4-fluoro-1-((2-methyl-4-oxo-4-(pyrrolidin-1-yl)butan-2-yl)glycyl)pyrrolidine-2-carbonitrile', '(2s,4s)-1-[2-(1,1-dimethyl-3-oxo-3-pyrrolidin-1-yl-propylamino)-acetyl]-4-fluoro-pyrrolidine-2-carbonitrile')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
880,Dexamethasone phosphate,"('Dexamethasone phosphate disodium', 'Dexamethasone 21-phosphate disodium salt', 'Dexamethasone phosphate', 'Dexamethasone 21-phosphate', 'Neodecadron')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
881,Ningetinib,"('Ningetinib', 'N-[3-fluoro-4-[7-(2-hydroxy-2-methylpropoxy)quinolin-4-yl]oxyphenyl]-1,5-dimethyl-3-oxo-2-phenylpyrazole-4-carboxamide', 'N-(3-fluoro-4-((7-(2-hydroxy-2-methylpropoxy)quinolin-4-yl)oxy)phenyl)-1,5-dimethyl-3-oxo-2-phenyl-2,3-dihydro-1h-pyrazole-4-carboxamide', 'Ningetinib-tosylate', 'Example 1 [us9133162]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
882,Nefazodone,"('Nefazodone (hydrochloride)', 'Nefazodone', 'Nefazodonum [latin]', 'Nefazodona [spanish]', 'Nefazodona')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
883,Ledipasvir,"('Ledipasvir', 'Ledipasvir acetonate', 'Gs 5885', 'Methyl n-[(2s)-1-[(6s)-6-[5-[9,9-difluoro-7-[2-[(1r,3s,4s)-2-[(2s)-2-(methoxycarbonylamino)-3-methylbutanoyl]-2-azabicyclo[2.2.1]heptan-3-yl]-3h-benzimidazol-5-yl]fluoren-2-yl]-1h-imidazol-2-yl]-5-azaspiro[2.4]heptan-5-yl]-3-methyl-1-oxobutan-2-yl]carbamate', 'Methyl n-[(2s)-1-[(6s)-6-[5-[9,9-difluoro-7-[2-[(1s,2s,4r)-3-[(2s)-2-(methoxycarbonylamino)-3-methylbutanoyl]-3-azabicyclo[2.2.1]heptan-2-yl]-3h-benzimidazol-5-yl]fluoren-2-yl]-1h-imidazol-2-yl]-5-azaspiro[2.4]heptan-5-yl]-3-methyl-1-oxobutan-2-yl]carbamate')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
884,Viroptic,"('Trifluridine', 'Trifluorothymidine', 'Viroptic', 'Trifluoromethyldeoxyuridine', 'Trifluridina')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
885,Asenapine,"('Asenapine', 'Org 5222', '(r,r)-asenapine', 'Asenapine free base', '(2r,6r)-9-chloro-4-methyl-13-oxa-4-azatetracyclo[12.4.0.02,6.07,12]octadeca-1(18),7(12),8,10,14,16-hexaene')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
886,Cefazedone,"('Cefazedone', 'Refosporen', 'Refosporene', 'Cefazedona', 'Cefazedonum')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
887,Tovorafenib,"('Tovorafenib', '(r)-2-(1-(6-amino-5-chloropyrimidine-4-carboxamido)ethyl)-n-(5-chloro-4-(trifluoromethyl)pyridin-2-yl)thiazole-5-carboxamide', 'Tak 580', 'Tovorafenib [usan]', 'Ex-a940')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
888,Faslodex,"('Fulvestrant', 'Zd 9238', 'Zm 182780', 'Faslodex', 'Fulvestrant (faslodex)')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
889,Topicort,"('Desoximetasone', 'Desoxymethasone', 'Topicort', 'Desoximetasona', 'Desoximetasonum')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
890,Tropifexor,"('Tropifexor', 'Tropifexor (ljn452)', 'Tropifexor (usan)', 'Tropifexor [usan]', 'Rel-2-((1r,3r,5s)-3-((5-cyclopropyl-3-(2-(trifluoromethoxy)phenyl)isoxazol-4-yl)methoxy)-8-azabicyclo[3.2.1]octan-8-yl)-4-fluorobenzo[d]thiazole-6-carboxylic acid')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
891,Odomzo,"('Sonidegib', 'Erismodegib', 'Odomzo', 'Sonidegib (lde-225)', ""N-(6-((2s,6r)-2,6-dimethylmorpholino)pyridin-3-yl)-2-methyl-4'-(trifluoromethoxy)biphenyl-3-carboxamide"")",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
892,Fidarestat,"('Fidarestat', 'Aldos', ""(2s,4s)-2-aminoformyl-6-fluoro-spiro[chroman-4,4'-imidazolidine]-2',5'-dione"", ""(2s,4s)-6-fluoro-2',5'-dioxospiro[2,3-dihydrochromene-4,4'-imidazolidine]-2-carboxamide"", ""(2s,4s)-6-fluoro-2',5'-dioxospiro[chromane-4,4'-imidazolidine]-2-carboxamide"")",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
893,Raclopride,"('Raclopride', '(s)-3,5-dichloro-n-((1-ethylpyrrolidin-2-yl)methyl)-2-hydroxy-6-methoxybenzamide', 'Racloprida', 'Raclopridum', '[3h]raclopride')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
894,Netupitant,"('Netupitant', 'Ro-673189000', 'Ro 67-3189/000', 'Ro 67-31898/000', 'Benzeneacetamide, n,alpha,alpha-trimethyl-n-[4-(2-methylphenyl)-6-(4-methyl-1-piperazinyl)-3-pyridinyl]-3,5-bis(trifluoromethyl)-')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
895,Deramaxx,"('Deracoxib', 'Sc 046', 'Sc 46', 'Sc 59046', 'Deramaxx')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
896,Acoramidis,"('Acoramidis (hydrochloride)', 'Acoramidis', 'Acoramidis [usan]', 'Benzoic acid, 3-(3-(3,5-dimethyl-1h-pyrazol-4-yl)propoxy)-4-fluoro-')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
897,Vocabria,"('Cabotegravir', 'Vocabria', '(3s,11ar)-n-(2,4-difluorobenzyl)-6-hydroxy-3-methyl-5,7-dioxo-2,3,5,7,11,11a-hexahydrooxazolo[3,2-a]pyrido[1,2-d]pyrazine-8-carboxamide', 'Cabotegravir [usan:inn]', 'Cabotegravirum')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
898,Brivanib,"('Brivanib', 'Brivanib (bms-540215)', 'Brivanib [usan]', '(2r)-1-[4-[(4-fluoro-2-methyl-1h-indol-5-yl)oxy]-5-methyl-pyrrolo[2,1-f][1,2,4]triazin-6-yl]oxypropan-2-ol', '(r)-1-((4-((4-fluoro-2-methyl-1h-indol-5-yl)oxy)-5-methylpyrrolo[2,1-f][1,2,4]triazin-6-yl)oxy)propan-2-ol')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['INFO']
899,Evoltra,"('Clofarabine', 'Clolar', 'Evoltra', 'Clofarex', 'Cl-f-ara-a')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
900,Quixalin,"('Chloroxine', 'Capitrol', 'Chlorquinol', 'Dichloroxin', 'Quixalin')",[],,['PERSONAL CARE'],['INFO'],['PERSONAL CARE'],['INFO']
901,Camizestrant,"('Camizestrant', 'N-[1-(3-fluoropropyl)azetidin-3-yl]-6-[(6s,8r)-8-methyl-7-(2,2,2-trifluoroethyl)-3,6,8,9-tetrahydropyrazolo[4,3-f]isoquinolin-6-yl]pyridin-3-amine', 'Camizestrant [usan]', 'Ex-a5025', 'N-(1-(3-fluoropropyl)azetidin-3-yl)-6-((6s,8r)-8-methyl-7-(2,2,2-trifluoroethyl)-6,7,8,9-tetrahydro-3h-pyrazolo[4,3-f]isoquinolin-6-yl)pyridin-3-amine')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
902,Darapladib,"('Darapladib', 'Darapladib (sb-480848)', 'Sb 480848', ""N-(2-(diethylamino)ethyl)-2-(2-((4-fluorobenzyl)thio)-4-oxo-4,5,6,7-tetrahydro-1h-cyclopenta[d]pyrimidin-1-yl)-n-((4'-(trifluoromethyl)-[1,1'-biphenyl]-4-yl)methyl)acetamide"", ""N-[2-(diethylamino)ethyl]-2-[[(4-fluorophenyl)methyl]thio]-4,5,6,7-tetrahydro-4-oxo-n-[[4'-(trifluoromethyl)[1,1'-biphenyl]-4-yl]methyl]-1h-cyclopentapyrimidine-1-acetamide"")",[],,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
903,Dexamethasone palmitate,"('Dexamethasone palmitate', 'Dexamethasone 21-palmitate', 'Limethason', 'Dexamethasone palmitate [jan]', '[2-[(8s,9r,10s,11s,13s,14s,16r,17r)-9-fluoro-11,17-dihydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] hexadecanoate')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
904,Lampren,"('Clofazimine', 'Lamprene', 'Lampren', 'Chlofazimine', 'Clofazimina')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['MEDICAL']
905,Lonidamine,"('Lonidamine', 'Diclondazolic acid', 'Doridamina', 'Lonidamina', 'Lonidaminum')",[],,['MEDICAL'],"['MEDICAL', 'INDUSTRIAL']",['MEDICAL'],['MEDICAL']
906,Wy 8678 base,"('Guanabenz (acetate)', 'Wy8678 acetate', 'Guanabenz', 'Wytensin', 'Wy 8678 base')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
907,Spedra,"('Avanafil', '(s)-4-((3-chloro-4-methoxybenzyl)amino)-2-(2-(hydroxymethyl)pyrrolidin-1-yl)-n-(pyrimidin-2-ylmethyl)pyrimidine-5-carboxamide', '(s)-2-(2-hydroxymethyl-1-pyrrolidinyl)-4-(3-chloro-4-methoxybenzylamino)-5-[(2-pyrimidinylmethyl)carbamoyl]pyrimidine', '(s)-4-(3-chloro-4-methoxybenzylamino)-2-(2-hydroxymethylpyrrolidin-1-yl)-n-pyrimidin-2-ylmethyl-5-pyrimidinecarboxamide', 'Spedra')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
908,Trancopal,"('Chlormezanone', 'Chlormethazanone', 'Trancopal', 'Chlormethazone', 'Chlormezanon')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
909,Cisordinol,"('Zuclopenthixol', '(z)-clopenthixol', 'Clopixol', 'Cisordinol', 'Zuclopentixol [spanish]')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
910,Ftorafur,"('Tegafur', 'Ft 207', 'Ftorafur', 'Futraful', 'Fluorofur')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
911,Velneperit,"('Velneperit', '(1r,4r)-4-((1,1-dimethylethyl)sulfonamido)-n-(5-(trifluoromethyl)pyridin-2-yl)cyclohexane-1-carboxamide', 'Velneperit [usan:inn]', 'Velneperit (usan/inn)', 'Cyclohexanecarboxamide, 4-(((1,1-dimethylethyl)sulfonyl)amino)-n-(5-(trifluoromethyl)-2-pyridinyl)-, trans-')",[],,['MEDICAL'],['MEDICAL'],['INFO'],['INFO']
912,Artrichin,"('Chloroquine', 'Aralen', 'Chlorochin', 'Chloraquine', 'Artrichin')",[],,['INFO'],['INFO'],['INFO'],['INFO']
913,Retagliptin,"('Retagliptin (phosphate)', 'Retagliptin', 'Imidazo[1,5-a]pyrazine-1-carboxylic acid, 7-[(3r)-3-amino-1-oxo-4-(2,4,5-trifluorophenyl)butyl]-5,6,7,8-tetrahydro-3-(trifluoromethyl)-, methyl ester', 'Methyl 7-[(3r)-3-amino-4-(2,4,5-trifluorophenyl)butanoyl]-3-(trifluoromethyl)-6,8-dihydro-5h-imidazo[1,5-a]pyrazine-1-carboxylate')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
914,Tibsovo,"('Ivosidenib', 'Tibsovo', '(2s)-n-[(1s)-1-(2-chlorophenyl)-2-[(3,3-difluorocyclobutyl)amino]-2-oxoethyl]-1-(4-cyanopyridin-2-yl)-n-(5-fluoropyridin-3-yl)-5-oxopyrrolidine-2-carboxamide', '(s)-n-((s)-1-(2-chlorophenyl)-2-((3,3-difluorocyclobutyl)amino)-2-oxoethyl)-1-(4-cyanopyridin-2-yl)-n-(5-fluoropyridin-3-yl)-5-oxopyrrolidine-2-carboxamide', 'Ivosidenibum')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
915,Sutent,"('Sunitinib', 'Su 11248', 'Sutent', 'Sunitinib base', 'Su-011248')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
916,Lidex,"('Fluocinonide', 'Fluocinolide', 'Lidex', 'Fluocinolone acetonide acetate', 'Fluocinolide acetate')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
917,Daraprim,"('Pyrimethamine', 'Pirimecidan', 'Pirimetamin', 'Rp 4753', 'Daraprim')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
918,Sitravatinib,"('Sitravatinib', 'Sitravatinib (mgcd516)', 'N-(3-fluoro-4-((2-(5-(((2-methoxyethyl)amino)methyl)pyridin-2-yl)thieno[3,2-b]pyridin-7-yl)oxy)phenyl)-n-(4-fluorophenyl)cyclopropane-1,1-dicarboxamide', 'Sitravatinib [inn]', 'Sitravatinib (usan/inn)')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
919,Xefo,"('Lornoxicam', 'Chlortenoxicam', 'Ro 13-9297', 'Xefocam', 'Xefo')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
920,Flonase,"('Fluticasone (propionate)', 'Flovent', 'Cutivate', 'Flixotide', 'Flonase')",[],,['MEDICAL'],['MEDICAL'],['MEDICAL'],['MEDICAL']
921,Clomidazole,"('Chlormidazole (hydrochloride)', 'Clomidazole (hydrochloride)', 'Chlormidazole', 'Clomidazole', 'Chlormidazolum')",[],,['MEDICAL'],['INFO'],['MEDICAL'],['INFO']
922,Bay 1217389,"('Bay 1217389', 'Benzamide, n-cyclopropyl-4-[6-(2,3-difluoro-4-methoxyphenoxy)-8-[(3,3,3-trifluoropropyl)amino]imidazo[1,2-b]pyridazin-3-yl]-2-methyl-', 'N-cyclopropyl-4-(6-(2,3-difluoro-4-methoxyphenoxy)-8-((3,3,3-trifluoropropyl)amino)imidazo[1,2-b]pyridazin-3-yl)-2-methylbenzamide', 'N-cyclopropyl-4-[6-(2,3-difluoro-4-methoxyphenoxy)-8-(3,3,3-trifluoropropylamino)imidazo[1,2-b]pyridazin-3-yl]-2-methylbenzamide', 'Benzamide, n-cyclopropyl-4-(6-(2,3-difluoro-4-methoxyphenoxy)-8-((3,3,3-trifluoropropyl)amino)imidazo(1,2-b)pyridazin-3-yl)-2-methyl-')",[],,['MEDICAL'],['INFO'],"['MEDICAL', 'INDUSTRIAL']",['INFO']
